DR6548,2020/5/28,福州,北海,18:45,21:10
DR6569,2020/6/25,沈阳,合肥,8:40,11:35
DR6570,2020/6/16,合肥,沈阳,12:45,15:15
DZ6269,2020/5/28,深圳,合肥,13:15,15:25
DZ6270,2020/6/1,太原,合肥,19:15,20:55
EO473,2020/5/28,莫斯科,福州,3:30,13:10
EO474,2020/6/28,福州,莫斯科,15:20,1:55
EU1825,2020/6/22,成都,合肥,18:10,20:25
EU1826,2020/6/27,沈阳,合肥,8:00,10:30
EU1945,2020/6/17,贵阳,合肥,9:50,12:05
EU1946,2020/6/20,合肥,贵阳,15:50,18:15
EU2239,2020/5/29,成都,茅台,14:30,15:40
EU2240,2020/5/30,福州,茅台,19:50,22:30
EU2777,2020/6/1,贵阳,福州,18:40,20:50
EU2778,2020/6/2,福州,贵阳,21:50,0:35
EU2799,2020/6/3,成都,梧州,10:00,12:00
EU2800,2020/6/4,福州,梧州,15:40,17:40
FE109,2020/6/5,台北松山,福州,10:50,12:25
FE110,2020/6/4,福州,台北松山,13:25,14:50
FE171,2020/6/7,高雄,福州,7:15,8:55
FE172,2020/6/6,福州,高雄,9:55,11:40
FM9073,2020/5/29,上海虹桥,烟台,6:52,8:19
FM9205,2020/6/5,上海虹桥,福州,6:55,8:30
FM9206,2020/6/6,福州,上海虹桥,9:30,10:55
FM9507,2020/6/7,长春,济宁,8:35,11:05
FM9508,2020/6/8,福州,济宁,15:00,17:15
FU6507,2020/6/9,福州,重庆,18:20,21:05
FU6508,2020/6/10,重庆,福州,22:10,0:25
FU6509,2020/6/11,福州,昆明,10:20,13:40
FU6510,2020/6/13,昆明,福州,14:45,17:30
FU6511,2020/6/15,福州,贵阳,8:05,10:50
FU6512,2020/6/16,贵阳,福州,11:50,14:00
FU6519,2020/6/17,福州,上海浦东,8:30,10:05
FU6520,2020/6/18,上海浦东,福州,11:15,13:05
FU6523,2020/6/19,福州,襄阳,15:15,17:25
FU6524,2020/6/20,西安,襄阳,20:45,22:10
FU6525,2020/6/21,福州,西安,8:10,11:20
FU6526,2020/6/22,西安,福州,6:50,9:25
FU6531,2020/6/23,福州,海口,7:45,10:10
FU6532,2020/6/24,海口,福州,11:05,13:00
FU6551,2020/6/25,福州,南通,19:45,21:15
FU6552,2020/6/26,南通,福州,22:00,23:45
FU6553,2020/6/27,福州,舟山,15:50,17:15
FU6554,2020/5/28,大连,舟山,20:50,22:55
FU6555,2020/5/30,哈尔滨,天津,12:20,14:40
FU6556,2020/5/31,福州,天津,19:45,22:25
FU6559,2020/6/1,福州,桂林,8:15,10:20
FU6560,2020/6/2,新舟,桂林,13:00,14:05
FU6563,2020/6/3,福州,长沙,13:55,15:40
FU6564,2020/6/4,新舟,长沙,18:55,20:25
FU6565,2020/6/5,福州,桂林,17:45,19:50
FU6566,2020/6/6,桂林,福州,20:35,22:15
FU6569,2020/6/7,福州,临沂,8:10,10:10
FU6570,2020/6/9,天津,临沂,13:20,14:35
FU6575,2020/6/11,福州,郑州,18:05,20:20
FU6576,2020/6/12,郑州,福州,21:20,23:25
FU6601,2020/6/13,福州,舟山,8:10,9:30
FU6602,2020/6/14,天津,舟山,13:35,15:45
FU6621,2020/6/15,福州,济宁,13:55,16:10
FU6622,2020/6/18,沈阳,济宁,21:00,23:10
FU6633,2020/6/21,哈尔滨,唐山,9:15,11:10
FU6634,2020/6/22,福州,唐山,17:20,20:35
FU6637,2020/6/23,哈尔滨,安庆,8:05,11:30
FU6638,2020/6/24,福州,安庆,16:55,18:25
FU6779,2020/6/25,宜昌,福州,7:40,9:30
FU6780,2020/6/27,福州,宜昌,12:55,15:05
G54887,2020/5/28,重庆,南阳,14:25,15:55
G54888,2020/5/29,福州,南阳,19:30,21:35
GJ8061,2020/6/6,广州,烟台,6:55,9:43
GJ8731,2020/6/12,大连,合肥,11:40,13:35
GJ8732,2020/6/20,合肥,大连,18:40,20:30
GJ8825,2020/6/9,杭州,烟台,9:12,10:44
GS6401,2020/5/31,大连,烟台,8:32,9:04
GS6402,2020/6/25,杭州,烟台,12:56,14:32
GS6411,2020/6/11,大连,烟台,13:47,17:21
GS6533,2020/5/30,海口,福州,11:00,13:05
GS6534,2020/5/31,福州,海口,14:10,16:25
GS6591,2020/6/1,重庆,福州,17:05,19:25
GS6592,2020/6/2,福州,重庆,20:20,22:55
GS7449,2020/6/2,天津,烟台,7:50,8:33
GS7736,2020/6/26,合肥,六盘水,22:10,0:20
GT1015,2020/6/3,徐州,福州,18:40,20:40
GT1016,2020/6/5,福州,徐州,21:05,23:05
GX2021,2020/6/26,榆林,合肥,19:00,20:50
GX8865,2020/6/17,南宁,合肥,8:50,11:10
GX8866,2020/6/7,合肥,南宁,12:00,14:30
GY7107,2020/6/7,贵阳,福州,8:05,10:10
GY7108,2020/6/8,福州,贵阳,11:00,13:45
GY7123,2020/6/9,贵阳,万州,13:40,15:00
GY7124,2020/6/10,福州,万州,19:05,21:50
GY7125,2020/6/18,贵阳,合肥,14:45,18:55
GY7126,2020/6/21,合肥,贵阳,20:00,23:45
GY7135,2020/6/20,贵阳,合肥,18:00,20:00
GY7136,2020/6/23,合肥,贵阳,20:55,23:10
HO1909,2020/5/28,惠州,合肥,17:10,19:10
HO1910,2020/6/17,合肥,惠州,20:05,22:20
HO1921,2020/6/11,福州,武汉,9:05,10:55
